"","Term","College","Course","Catalog","Req_1","Req_2","Avg_enrl","GEcapsize","Avg_capenrl","Crs_section_cnt"
"357","F23","SS&E","PSYC-4358",4358,"UDD","None",51,45,50,1
"358","S24","A&H","COMM-1008",1008,"A1","None",24.27,26,25,15
"359","S24","A&H","THTR-1009",1009,"A1","None",19.25,26,26,4
"360","S24","A&H","ENGL-1109",1109,"A2","None",19.33,25,25,12
"361","S24","A&H","PHIL-1019",1019,"A3","None",26.6,35,35,15
"362","S24","A&H","PHIL-2019",2019,"A3","None",19.67,35,35,3
"363","S24","A&H","HIST-1218",1218,"AIAH","None",47,45,52.5,6
"364","S24","A&H","HIST-1228",1228,"AIAH","None",40.33,45,52.5,6
"365","S24","A&H","ART-1009",1009,"C1","None",27.67,45,36,6
"366","S24","A&H","ART-1019",1019,"C1","None",45.25,85,45,4
"367","S24","A&H","ART-2508",2508,"C1","None",34,45,45,1
"368","S24","A&H","ART-2608",2608,"C1","None",40,45,45,1
"369","S24","A&H","ART-2708",2708,"C1","None",13,45,45,1
"370","S24","A&H","MUS-1019",1019,"C1","None",45,85,45,3
"371","S24","A&H","MUS-1039",1039,"C1","None",20,45,45,1
"372","S24","A&H","MUS-1049",1049,"C1","None",15,45,22.5,2
"373","S24","A&H","THTR-1008",1008,"C1","None",13.8,85,30,5
"374","S24","A&H","THTR-1019",1019,"C1","None",15,85,30,1
"375","S24","A&H","COMM-2518",2518,"C2","None",40,85,43,1
"376","S24","A&H","ENGL-1208",1208,"C2","None",23,85,67,3
"377","S24","A&H","ENGL-2208",2208,"C2","None",31,45,45,1
"378","S24","A&H","ENGL-2308",2308,"C2","None",20,45,45,1
"379","S24","A&H","ENGL-2408",2408,"C2","None",5,45,45,1
"380","S24","A&H","ENGL-2518",2518,"C2","None",41,85,42,1
"381","S24","A&H","HIST-1418",1418,"C2","None",61,45,67.5,2
"382","S24","A&H","HIST-1428",1428,"C2","None",45,45,45,1
"383","S24","A&H","PHIL-1119",1119,"C2","None",42,85,45,1
"384","S24","A&H","PHIL-1319",1319,"C2","None",21,85,45,1
"385","S24","A&H","RS-1108",1108,"C2","None",34,85,35,1
"386","S24","A&H","RS-1118",1118,"C2","None",29,85,35,1
"387","S24","A&H","RS-1128",1128,"C2","None",18.33,85,23.3333333333333,3
"388","S24","A&H","RS-1138",1138,"C2","None",44,85,45,1
"389","S24","A&H","PHIL-2139",2139,"C2","None",24,45,45,1
"390","S24","A&H","PHIL-2329",2329,"C2","None",21.5,45,22.5,2
"391","S24","A&H","PHIL-3318",3318,"GWAR","UDC",30.4,30,30,5
"392","S24","A&H","COMM-3008",3008,"GWAR","None",23.46,30,30.3846153846154,13
"393","S24","A&H","ENGL-3109",3109,"GWAR","None",26.85,30,30,20
"394","S24","A&H","HIST-3008",3008,"GWAR","None",17,30,25,3
"395","S24","A&H","ENGL-3119",3119,"GWAR","JYDR",21.11,30,30,9
"396","S24","A&H","COMM-3088",3088,"JYDR","None",35,45,35,1
"397","S24","A&H","HIST-3228",3228,"JYDR","None",36,45,45,1
"398","S24","A&H","PHIL-3548",3548,"JYDR","None",79,45,80,1
"399","S24","A&H","RS-3368",3368,"JYDR","None",57,45,57.5,2
"400","S24","A&H","RS-3388",3388,"JYDR","None",8.5,45,15,2
"401","S24","A&H","THTR-3128",3128,"JYDR","None",16,45,45,1
"402","S24","A&H","ART-3618",3618,"UDC","None",45,45,45,1
"403","S24","A&H","ART-3648",3648,"UDC","None",43.5,45,45.5,2
"404","S24","A&H","COMM-3038",3038,"UDC","None",39,45,42.5,2
"405","S24","A&H","COMM-3048",3048,"UDC","None",43,45,45,1
"406","S24","A&H","COMM-3058",3058,"UDC","None",45,45,45,1
"407","S24","A&H","COMM-3078",3078,"UDC","None",45,45,45,1
"408","S24","A&H","ENGL-3248",3248,"UDC","None",36,45,45,1
"409","S24","A&H","ENGL-4708",4708,"UDC","None",19,45,30,1
"410","S24","A&H","HIST-4248",4248,"UDC","None",40,45,45,1
"411","S24","A&H","MUS-3019",3019,"UDC","None",41,45,45,2
"412","S24","A&H","PHIL-3118",3118,"UDC","None",30,45,45,1
"413","S24","A&H","PHIL-3268",3268,"UDC","None",12,35,35,1
"414","S24","A&H","PHIL-3338",3338,"GWAR","UDC",44,30,45,2
"415","S24","A&H","RS-3208",3208,"UDC","None",22.75,45,31.25,4
"416","S24","A&H","RS-3528",3528,"UDC","None",44.5,35,45,2
"417","S24","A&H","RS-3538",3538,"UDC","None",14,45,35,1
"418","S24","A&H","RS-3548",3548,"UDC","None",10,45,35,1
"419","S24","A&H","RS-4518",4518,"UDC","None",19.33,45,38.3333333333333,3
"420","S24","A&H","RS-4528",4528,"UDC","None",31,45,45,1
"421","S24","A&H","THTR-3118",3118,"UDC","None",9,45,45,1
"422","S24","A&H","ENGL-4648",4648,"UDD","None",39,45,45,1
"423","S24","A&H","INST-2329",2329,"C2","None",18,85,17.5,2
"424","S24","BPA","PPA-2008",2008,"AIGV","None",44.57,45,45,7
"425","S24","BPA","ECON-2018",2018,"DSEM","None",49.67,85,50,3
"426","S24","BPA","ECON-2028",2028,"DSEM","None",46.33,85,50,3
"427","S24","BPA","PPA-4038",4038,"GWAR","None",13,30,30,1
"428","S24","BPA","BA-3008",3008,"JYDR","None",33.33,45,33.3333333333333,6
"429","S24","BPA","BA-3108",3108,"UDD","None",33.2,35,35,5
"430","S24","BPA","PPA-3408",3408,"UDD","None",10,45,45,1
"431","S24","NSM","CHEM-1009",1009,"B1","None",26,85,32,1
"432","S24","NSM","GEOL-1009",1009,"B1","None",71.5,85,96,2
"433","S24","NSM","GEOL-1209",1209,"B1","None",48,85,48,1
"434","S24","NSM","PHYS-1609",1609,"B1","None",46,85,48,1
"435","S24","NSM","BIOL-1009",1009,"B2","None",94.5,85,96,2
"436","S24","NSM","MATH-1209",1209,"B4","None",22,35,25,5
"437","S24","NSM","CHEM-3908",3908,"GWAR","None",4,30,15,1
"438","S24","NSM","CHEM-3948",3948,"GWAR","None",1,30,15,1
"439","S24","NSM","PH-3218",3218,"JYDR","None",34,45,45,1
"440","S24","NSM","GEOL-3318",3318,"UDB","None",46,45,66.6666666666667,6
"441","S24","NSM","GEOL-3328",3328,"UDB","None",75,45,75,5
"442","S24","NSM","BIOL-3318",3318,"UDB","None",48,45,48,1
"443","S24","NSM","SCI-3209",3209,"UDB","None",21,45,22,1
"444","S24","NSM","SCI-3609",3609,"UDB","None",47,45,48,1
"445","S24","NSM","SCI-3639",3639,"UDB","None",40,45,40,2
"446","S24","SS&E","SOC-1018",1018,"A3","None",20.33,35,35,3
"447","S24","SS&E","PLSI-1018",1018,"AIGV","None",29.56,45,38.8888888888889,9
"448","S24","SS&E","PSYC-2018",2018,"B4","None",24.4,35,24,5
"449","S24","SS&E","SOC-2208",2208,"B4","None",25,35,25,2
"450","S24","SS&E","ANTH-1208",1208,"DSEM","None",11,85,60,1
"451","S24","SS&E","ANTH-2308",2308,"DSEM","None",39,45,40,1
"452","S24","SS&E","CRJU-1108",1108,"DSEM","None",44.5,85,45,2
"453","S24","SS&E","PSYC-1018",1018,"DSEM","None",52,85,60,5
"454","S24","SS&E","SOC-1008",1008,"DSEM","None",28.67,85,44.3333333333333,3
"455","S24","SS&E","ETHS-1208",1208,"F","None",34.19,45,34.25,16
"456","S24","SS&E","ETHS-1308",1308,"F","None",32.5,45,33.75,4
"457","S24","SS&E","EDSP-3268",3268,"JYDR","None",30,45,30,3
"458","S24","SS&E","EDTE-3308",3308,"JYDR","None",39.22,45,40,9
"459","S24","SS&E","KINE-3338",3338,"JYDR","None",44,45,45,3
"460","S24","SS&E","PSYC-3638",3638,"JYDR","None",43,45,45,2
"461","S24","SS&E","SOC-3208",3208,"JYDR","None",30.17,45,35.8333333333333,6
"462","S24","SS&E","ANTH-3308",3308,"UDD","None",45,45,45,1
"463","S24","SS&E","CRJU-3318",3318,"UDD","None",29.67,45,30,3
"464","S24","SS&E","CRJU-3448",3448,"UDD","None",30,45,30,3
"465","S24","SS&E","CRJU-3608",3608,"UDD","None",22.33,45,30,3
"466","S24","SS&E","CRJU-4638",4638,"UDD","None",49,45,45,1
"467","S24","SS&E","KINE-3118",3118,"UDD","None",43,45,45,1
"468","S24","SS&E","PLSI-3248",3248,"UDD","None",16,45,35,1
"469","S24","SS&E","PLSI-3428",3428,"UDD","None",20,45,35,1
"470","S24","SS&E","PLSI-3648",3648,"UDD","None",28,45,35,1
"471","S24","SS&E","SOC-3408",3408,"UDD","None",21.33,45,25,3
"472","S24","SS&E","SOC-3658",3658,"UDD","None",40,45,40,1
"473","S24","SS&E","SOC-4008",4008,"UDD","None",8,45,40,1
"474","S24","SS&E","SOC-4038",4038,"UDD","None",45,45,45,1
"475","S24","SS&E","PSYC-4358",4358,"UDD","None",100,45,100,1
"476","F24","A&H","COMM-1008",1008,"A1","None",25.45,26,24.75,20
"477","F24","A&H","THTR-1009",1009,"A1","None",25.67,26,26,6
"478","F24","A&H","ENGL-1109",1109,"A2","None",22.79,25,24.6969696969697,33
"479","F24","A&H","PHIL-1019",1019,"A3","None",34.14,35,35,14
"480","F24","A&H","PHIL-2019",2019,"A3","None",29.5,35,35,2
"481","F24","A&H","HIST-1218",1218,"AIAH","None",30.5,45,50.625,8
"482","F24","A&H","HIST-1228",1228,"AIAH","None",38.4,45,54,5
"483","F24","A&H","ART-1009",1009,"C1","None",33.2,45,36,5
"484","F24","A&H","ART-1019",1019,"C1","None",44.29,85,45,7
"485","F24","A&H","ART-2508",2508,"C1","None",20,45,45,1
"486","F24","A&H","ART-2608",2608,"C1","None",27,45,45,1
"487","F24","A&H","ART-2708",2708,"C1","None",27,45,45,1
"488","F24","A&H","MUS-1019",1019,"C1","None",42,85,45,3
"489","F24","A&H","MUS-1039",1039,"C1","None",25,45,45,1
"490","F24","A&H","THTR-1109",1109,"C1","None",18,45,45,1
"491","F24","A&H","THTR-1008",1008,"C1","None",17,85,29.8,5
"492","F24","A&H","THTR-1019",1019,"C1","None",14,85,30,1
"493","F24","A&H","COMM-2518",2518,"C2","None",16,85,43,1
"494","F24","A&H","ENGL-1208",1208,"C2","None",39.5,85,40,2
"495","F24","A&H","ENGL-2208",2208,"C2","None",28,45,45,1
"496","F24","A&H","ENGL-2308",2308,"C2","None",24,45,45,1
"497","F24","A&H","ENGL-2518",2518,"C2","None",12,85,42,1
"498","F24","A&H","HIST-1418",1418,"C2","None",51,45,67.5,2
"499","F24","A&H","HIST-1428",1428,"C2","None",44,45,45,1
"500","F24","A&H","MODL-2318",2318,"C2","None",12,85,25,1
"501","F24","A&H","PHIL-1119",1119,"C2","None",43,85,45,1
"502","F24","A&H","PHIL-1319",1319,"C2","None",44,85,45,1
"503","F24","A&H","RS-1108",1108,"C2","None",36,85,45,1
"504","F24","A&H","RS-1128",1128,"C2","None",28,85,45,2
"505","F24","A&H","RS-1138",1138,"C2","None",31,85,45,1
"506","F24","A&H","RS-2018",2018,"C2","None",24,85,45,1
"507","F24","A&H","PHIL-2329",2329,"C2","None",29.5,45,30,2
"508","F24","A&H","PHIL-3318",3318,"GWAR","UDC",30.5,30,30,8
"509","F24","A&H","COMM-3008",3008,"GWAR","None",28.25,30,30.4166666666667,12
"510","F24","A&H","ENGL-3109",3109,"GWAR","None",29.33,30,30,15
"511","F24","A&H","HIST-3008",3008,"GWAR","None",14.5,30,21.5,2
"512","F24","A&H","ENGL-3119",3119,"GWAR","JYDR",28.2,30,30,10
"513","F24","A&H","COMM-3088",3088,"JYDR","None",40,45,40,1
"514","F24","A&H","HIST-3288",3288,"JYDR","None",38,45,45,1
"515","F24","A&H","PHIL-3548",3548,"JYDR","None",79,45,80,1
"516","F24","A&H","RS-3368",3368,"JYDR","None",53.33,45,53.3333333333333,3
"517","F24","A&H","THTR-3128",3128,"JYDR","None",23,45,45,1
"518","F24","A&H","ART-3618",3618,"UDC","None",43,45,45,1
"519","F24","A&H","ART-3648",3648,"UDC","None",43,45,45,2
"520","F24","A&H","COMM-3038",3038,"UDC","None",36.33,45,40,3
"521","F24","A&H","COMM-3058",3058,"UDC","None",40,45,40,2
"522","F24","A&H","COMM-3078",3078,"UDC","None",40,45,40,1
"523","F24","A&H","COMM-3089",3089,"UDC","None",39,45,40,1
"524","F24","A&H","COMM-3098",3098,"UDC","None",39,45,40,1
"525","F24","A&H","ENGL-3248",3248,"UDC","None",26,45,45,1
"526","F24","A&H","ENGL-4708",4708,"UDC","None",14,45,27,1
"527","F24","A&H","HIST-4638",4638,"UDC","None",35,45,45,1
"528","F24","A&H","MUS-3019",3019,"UDC","None",43,45,45,2
"529","F24","A&H","PHIL-3258",3258,"UDC","None",38,45,38,1
"530","F24","A&H","PHIL-3338",3338,"GWAR","UDC",43,30,45,1
"531","F24","A&H","PHIL-3358",3358,"UDC","None",43,45,45,1
"532","F24","A&H","RS-3208",3208,"UDC","None",27.5,45,40,2
"533","F24","A&H","RS-3528",3528,"UDC","None",41.5,35,45,2
"534","F24","A&H","RS-3548",3548,"UDC","None",17.5,45,35,2
"535","F24","A&H","RS-4518",4518,"UDC","None",32.5,45,45,2
"536","F24","A&H","RS-4528",4528,"UDC","None",78,45,80,1
"537","F24","A&H","THTR-3108",3108,"UDC","None",9,45,35,1
"538","F24","A&H","ENGL-4648",4648,"UDD","None",30,45,45,1
"539","F24","A&H","INST-2329",2329,"C2","None",15,85,15,2
"540","F24","BPA","PPA-2008",2008,"AIGV","None",34,45,35,6
"541","F24","BPA","ECON-2018",2018,"DSEM","None",56,85,55.5,2
"542","F24","BPA","ECON-2028",2028,"DSEM","None",52,85,50,3
"543","F24","BPA","PPA-4038",4038,"GWAR","None",29,30,30,2
"544","F24","BPA","BA-3008",3008,"JYDR","None",31.57,45,34.4285714285714,7
"545","F24","BPA","ECON-3008",3008,"JYDR","None",57,45,57,1
"546","F24","BPA","BA-3108",3108,"UDD","None",25.62,35,26.25,8
"547","F24","BPA","ECON-3508",3508,"UDD","None",50,45,44,1
"548","F24","BPA","PPA-3408",3408,"UDD","None",29,45,30,1
"549","F24","NSM","CHEM-1019",1019,"B1","None",27,85,32,1
"550","F24","NSM","GEOL-1009",1009,"B1","None",67,85,72,2
"551","F24","NSM","GEOL-1209",1209,"B1","None",71,85,72,1
"552","F24","NSM","BIOL-1009",1009,"B2","None",103.5,85,108,2
"553","F24","NSM","BIOL-1039",1039,"B2","None",60,85,72,1
"554","F24","NSM","MATH-1209",1209,"B4","None",34.5,35,34.375,8
"555","F24","NSM","CHEM-3908",3908,"GWAR","None",3,30,15,1
"556","F24","NSM","CHEM-3948",3948,"GWAR","None",6,30,15,1
"557","F24","NSM","PH-3218",3218,"JYDR","None",43,45,45,1
"558","F24","NSM","BIOL-3318",3318,"UDB","None",17,45,20,1
"559","F24","NSM","GEOL-3318",3318,"UDB","None",69,45,80,4
"560","F24","NSM","GEOL-3328",3328,"UDB","None",71.5,45,72.5,6
"561","F24","NSM","GEOL-3339",3339,"UDB","None",24,45,24,1
"562","F24","NSM","SCI-3119",3119,"UDB","None",14,45,30,1
"563","F24","NSM","SCI-3209",3209,"UDB","None",30,45,30,4
"564","F24","NSM","SCI-3609",3609,"UDB","None",48,45,48,1
"565","F24","NSM","SCI-3639",3639,"UDB","None",47,45,48,1
"566","F24","SS&E","SOC-1018",1018,"A3","None",25.5,35,30.5,2
"567","F24","SS&E","PLSI-1018",1018,"AIGV","None",36.3,45,38.5,10
"568","F24","SS&E","PSYC-2018",2018,"B4","None",27.83,35,24.6666666666667,6
"569","F24","SS&E","SOC-2208",2208,"B4","None",23.5,35,25,2
"570","F24","SS&E","ANTH-1118",1118,"DSEM","None",29,45,45,1
"571","F24","SS&E","ANTH-1208",1208,"DSEM","None",18,85,20,1
"572","F24","SS&E","ANTH-2128",2128,"DSEM","None",22,85,45,1
"573","F24","SS&E","CRJU-1108",1108,"DSEM","None",41,85,45,3
"574","F24","SS&E","PSYC-1018",1018,"DSEM","None",58.2,85,70,5
"575","F24","SS&E","SOC-1008",1008,"DSEM","None",32,85,45,2
"576","F24","SS&E","ETHS-1208",1208,"F","None",35.27,45,35.0909090909091,11
"577","F24","SS&E","ETHS-1308",1308,"F","None",45,45,45,1
"578","F24","SS&E","ETHS-1508",1508,"F","None",34.5,85,35,2
"579","F24","SS&E","EDSP-3268",3268,"JYDR","None",30.33,45,30,3
"580","F24","SS&E","EDTE-3308",3308,"JYDR","None",35,45,40,10
"581","F24","SS&E","KINE-3338",3338,"JYDR","None",43,45,45,3
"582","F24","SS&E","PSYC-3638",3638,"JYDR","None",45,45,45,1
"583","F24","SS&E","SOC-3208",3208,"JYDR","None",29.4,45,35,5
"584","F24","SS&E","ANTH-3308",3308,"UDD","None",31,45,35,1
"585","F24","SS&E","ANTH-3318",3318,"UDD","None",26,45,35,1
"586","F24","SS&E","CRJU-3318",3318,"UDD","None",30,45,30,3
"587","F24","SS&E","CRJU-3448",3448,"UDD","None",29,45,29.3333333333333,3
"588","F24","SS&E","CRJU-3608",3608,"UDD","None",23.33,45,29.6666666666667,3
"589","F24","SS&E","CRJU-4638",4638,"UDD","None",23.33,45,30,3
"590","F24","SS&E","KINE-3118",3118,"UDD","None",42,45,45,1
"591","F24","SS&E","PLSI-3428",3428,"UDD","None",24,45,35,1
"592","F24","SS&E","PLSI-3648",3648,"UDD","None",29,45,35,1
"593","F24","SS&E","SOC-3408",3408,"UDD","None",17.5,45,22.5,2
"594","F24","SS&E","SOC-3658",3658,"UDD","None",39,45,40,1
"595","F24","SS&E","SOC-4038",4038,"UDD","None",44,45,45,1
"596","F24","SS&E","SOC-3008",3008,"UDD","None",40,45,40,1
"597","F24","SS&E","PSYC-4358",4358,"UDD","None",50,45,50,1
"598","S25","A&H","COMM-1008",1008,"A1","None",24.56,26,23.6875,16
"599","S25","A&H","THTR-1009",1009,"A1","None",21.5,26,26,4
"600","S25","A&H","ENGL-1109",1109,"A2","None",22.18,25,24.9090909090909,11
"601","S25","A&H","PHIL-1019",1019,"A3","None",32.73,35,35,15
"602","S25","A&H","PHIL-2019",2019,"A3","None",24.5,35,35,2
"603","S25","A&H","HIST-1218",1218,"AIAH","None",45.33,45,52.5,6
"604","S25","A&H","HIST-1228",1228,"AIAH","None",43.83,45,52.5,6
"605","S25","A&H","ART-1009",1009,"C1","None",25.67,45,36,6
"606","S25","A&H","ART-1019",1019,"C1","None",45.8,85,45,5
"607","S25","A&H","ART-2508",2508,"C1","None",21,45,45,1
"608","S25","A&H","ART-2608",2608,"C1","None",31,45,45,1
"609","S25","A&H","ART-2708",2708,"C1","None",14,45,45,1
"610","S25","A&H","MUS-1019",1019,"C1","None",44.33,85,45,3
"611","S25","A&H","MUS-1039",1039,"C1","None",14,45,45,1
"612","S25","A&H","MUS-1049",1049,"C1","None",13.5,45,22.5,2
"613","S25","A&H","THTR-1109",1109,"C1","None",0,45,0,1
"614","S25","A&H","THTR-1008",1008,"C1","None",20.25,85,30,4
"615","S25","A&H","COMM-2518",2518,"C2","None",35,85,43,1
"616","S25","A&H","ENGL-1208",1208,"C2","None",37,85,40,2
"617","S25","A&H","ENGL-2518",2518,"C2","None",29,85,42,1
"618","S25","A&H","HIST-1418",1418,"C2","None",57,45,67.5,2
"619","S25","A&H","HIST-1428",1428,"C2","None",37.5,45,45,2
"620","S25","A&H","MODL-2318",2318,"C2","None",18,85,25,1
"621","S25","A&H","PHIL-1119",1119,"C2","None",44,85,45,1
"622","S25","A&H","PHIL-1319",1319,"C2","None",29,85,45,1
"623","S25","A&H","RS-1108",1108,"C2","None",40,85,45,1
"624","S25","A&H","RS-1118",1118,"C2","None",31,85,45,1
"625","S25","A&H","RS-1128",1128,"C2","None",28.5,85,45,2
"626","S25","A&H","RS-1138",1138,"C2","None",27,85,45,1
"627","S25","A&H","RS-2108",2108,"C2","None",45,85,45,1
"628","S25","A&H","PHIL-2329",2329,"C2","None",25.5,45,25,2
"629","S25","A&H","PHIL-3318",3318,"GWAR","UDC",30,30,30,9
"630","S25","A&H","COMM-3008",3008,"GWAR","None",25.67,30,30.5555555555556,9
"631","S25","A&H","ENGL-3109",3109,"GWAR","None",26.35,30,29,20
"632","S25","A&H","HIST-3008",3008,"GWAR","None",22,30,25,2
"633","S25","A&H","ENGL-3119",3119,"GWAR","JYDR",20.5,30,29.5,10
"634","S25","A&H","COMM-3088",3088,"JYDR","None",37,45,40,1
"635","S25","A&H","HIST-3458",3458,"JYDR","None",18,45,45,1
"636","S25","A&H","PHIL-3548",3548,"JYDR","None",43,45,45,1
"637","S25","A&H","RS-3368",3368,"JYDR","None",62,45,67.5,2
"638","S25","A&H","RS-3378",3378,"JYDR","None",22,45,35,1
"639","S25","A&H","THTR-3128",3128,"JYDR","None",13,45,45,1
"640","S25","A&H","THTR-3138",3138,"JYDR","None",13,45,45,1
"641","S25","A&H","ART-3618",3618,"UDC","None",45,45,45,1
"642","S25","A&H","ART-3648",3648,"UDC","None",44,45,45,2
"643","S25","A&H","COMM-3038",3038,"UDC","None",39.5,45,40,2
"644","S25","A&H","COMM-3048",3048,"UDC","None",38,45,40,1
"645","S25","A&H","COMM-3058",3058,"UDC","None",41,45,40,2
"646","S25","A&H","COMM-3078",3078,"UDC","None",41,45,40,1
"647","S25","A&H","ENGL-3248",3248,"UDC","None",27,45,45,1
"648","S25","A&H","ENGL-4708",4708,"UDC","None",29,45,45,1
"649","S25","A&H","MUS-3019",3019,"UDC","None",43,45,45,2
"650","S25","A&H","PHIL-3268",3268,"UDC","None",27,35,35,1
"651","S25","A&H","PHIL-3338",3338,"GWAR","UDC",45,30,45,1
"652","S25","A&H","RS-3208",3208,"UDC","None",34.33,45,45,3
"653","S25","A&H","RS-3528",3528,"UDC","None",29,35,45,2
"654","S25","A&H","RS-3538",3538,"UDC","None",8,45,45,1
"655","S25","A&H","RS-3548",3548,"UDC","None",19,45,30,3
"656","S25","A&H","RS-4518",4518,"UDC","None",91,45,90,1
"657","S25","A&H","RS-4528",4528,"UDC","None",19,45,45,2
"658","S25","A&H","THTR-3118",3118,"UDC","None",10,45,45,1
"659","S25","A&H","ENGL-4648",4648,"UDD","None",18,45,45,1
"660","S25","A&H","INST-2329",2329,"C2","None",20,85,20,2
"661","S25","BPA","PPA-2008",2008,"AIGV","None",35.2,45,35,5
"662","S25","BPA","ECON-2018",2018,"DSEM","None",48,85,49.25,4
"663","S25","BPA","ECON-2028",2028,"DSEM","None",48.33,85,50,3
"664","S25","BPA","PPA-4038",4038,"GWAR","None",30,30,30,2
"665","S25","BPA","BA-3008",3008,"JYDR","None",33.57,45,34.2857142857143,7
"666","S25","BPA","BA-3108",3108,"UDD","None",34.8,35,35,5
"667","S25","BPA","ECON-3108",3108,"UDD","None",52,35,50,1
"668","S25","BPA","PPA-3408",3408,"UDD","None",34,45,35,1
"669","S25","NSM","CHEM-1009",1009,"B1","None",32,85,32,1
"670","S25","NSM","GEOL-1009",1009,"B1","None",58,85,60,2
"671","S25","NSM","GEOL-1209",1209,"B1","None",68,85,72,1
"672","S25","NSM","PHYS-1609",1609,"B1","None",20,85,20,1
"673","S25","NSM","BIOL-1009",1009,"B2","None",97.5,85,96.5,2
"674","S25","NSM","MATH-1209",1209,"B4","None",22.5,35,30,4
"675","S25","NSM","CHEM-3908",3908,"GWAR","None",2,30,15,1
"676","S25","NSM","CHEM-3948",3948,"GWAR","None",4,30,15,1
"677","S25","NSM","PH-3218",3218,"JYDR","None",34,45,45,1
"678","S25","NSM","BIOL-3318",3318,"UDB","None",39,45,48,1
"679","S25","NSM","GEOL-3318",3318,"UDB","None",36.17,45,66.6666666666667,6
"680","S25","NSM","GEOL-3328",3328,"UDB","None",72.83,45,75,6
"681","S25","NSM","SCI-3109",3109,"UDB","None",44,45,55,1
"682","S25","NSM","SCI-3209",3209,"UDB","None",30.75,45,30,4
"683","S25","NSM","SCI-3609",3609,"UDB","None",47,45,48,1
"684","S25","NSM","SCI-3639",3639,"UDB","None",40.5,45,40.5,2
"685","S25","SS&E","SOC-1018",1018,"A3","None",20.5,35,35,2
"686","S25","SS&E","PLSI-1018",1018,"AIGV","None",41.1,45,44,10
"687","S25","SS&E","PSYC-2018",2018,"B4","None",32,35,32,6
"688","S25","SS&E","SOC-2208",2208,"B4","None",23.33,35,25,3
"689","S25","SS&E","ANTH-1118",1118,"DSEM","None",9,45,40,1
"690","S25","SS&E","ANTH-1208",1208,"DSEM","None",36,85,40,1
"691","S25","SS&E","ANTH-2308",2308,"DSEM","None",30,45,45,1
"692","S25","SS&E","CRJU-1108",1108,"DSEM","None",36.67,85,45,3
"693","S25","SS&E","PSYC-1018",1018,"DSEM","None",51,85,60,5
"694","S25","SS&E","SOC-1008",1008,"DSEM","None",31.33,85,45,3
"695","S25","SS&E","ETHS-1208",1208,"F","None",33.33,45,34.6666666666667,15
"696","S25","SS&E","ETHS-1308",1308,"F","None",45.5,45,45,2
"697","S25","SS&E","ETHS-1508",1508,"F","None",44.33,85,45,3
"698","S25","SS&E","EDSP-3268",3268,"JYDR","None",35,45,35,1
"699","S25","SS&E","EDTE-3308",3308,"JYDR","None",33.88,45,34.375,8
"700","S25","SS&E","KINE-3338",3338,"JYDR","None",43,45,45,3
"701","S25","SS&E","PSYC-3638",3638,"JYDR","None",44,45,45,1
"702","S25","SS&E","SOC-3208",3208,"JYDR","None",32.43,45,37.8571428571429,7
"703","S25","SS&E","ANTH-3308",3308,"UDD","None",42,45,45,1
"704","S25","SS&E","ANTH-3318",3318,"UDD","None",13,45,35,1
"705","S25","SS&E","CRJU-3318",3318,"UDD","None",33.25,45,33.75,4
"706","S25","SS&E","CRJU-3448",3448,"UDD","None",30,45,30,3
"707","S25","SS&E","CRJU-3608",3608,"UDD","None",17.67,45,30,3
"708","S25","SS&E","CRJU-4638",4638,"UDD","None",22.33,45,30.6666666666667,3
"709","S25","SS&E","KINE-3118",3118,"UDD","None",44,45,45,1
"710","S25","SS&E","PLSI-3248",3248,"UDD","None",31,45,36,1
"711","S25","SS&E","PLSI-3428",3428,"UDD","None",33,45,35,1
"712","S25","SS&E","SOC-3408",3408,"UDD","None",43,45,43.3333333333333,3
"713","S25","SS&E","SOC-3658",3658,"UDD","None",40,45,40,1
"714","S25","SS&E","SOC-4038",4038,"UDD","None",42,45,45,1
"715","S25","SS&E","PSYC-4358",4358,"UDD","None",51,45,50,1
